Location,1,2,3,4,5,6,7,8
E17,-72,-78,-66,-83,-64,-93,-71,-77
E17,-71,-78,-65,-82,-63,-100,-72,-79
E17,-72,-77,-65,-82,-66,-91,-72,-78
E17,-72,-77,-65,-81,-63,-90,-72,-78
E17,-69,-79,-66,-80,-63,-90,-71,-80
E17,-69,-79,-65,-82,-63,-90,-71,-79
E17,-69,-76,-67,-82,-64,-89,-71,-79
E17,-70,-78,-67,-82,-63,-92,-72,-79
E17,-69,-78,-67,-81,-63,-90,-71,-79
E17,-68,-78,-64,-82,-62,-89,-71,-80
E17,-68,-77,-65,-83,-64,-88,-71,-78
E17,-70,-76,-64,-83,-63,-90,-71,-78
E17,-67,-77,-65,-83,-65,-100,-72,-78
E17,-68,-77,-66,-82,-62,-90,-71,-79
E17,-67,-100,-63,-83,-63,-93,-71,-83
E17,-68,-76,-66,-82,-64,-93,-71,-80
E17,-68,-75,-66,-84,-63,-89,-71,-80
E17,-68,-77,-66,-83,-62,-86,-71,-79
E17,-67,-77,-67,-83,-63,-94,-71,-79
E17,-68,-77,-66,-83,-64,-91,-71,-79
E17,-68,-76,-65,-83,-64,-92,-71,-79
E17,-69,-78,-66,-84,-63,-91,-71,-80
E17,-68,-77,-67,-81,-63,-90,-72,-78
E17,-68,-78,-66,-82,-65,-100,-71,-79
E17,-68,-76,-66,-83,-64,-91,-71,-79
E17,-66,-77,-65,-100,-63,-100,-70,-79
E17,-68,-77,-66,-83,-64,-92,-71,-79
E17,-70,-75,-65,-82,-64,-90,-72,-78
E17,-72,-76,-66,-83,-63,-93,-74,-79
E17,-69,-77,-65,-84,-63,-93,-74,-77
E17,-72,-76,-66,-82,-64,-93,-73,-79
E17,-71,-77,-67,-100,-65,-91,-73,-79
E17,-72,-77,-66,-81,-63,-94,-73,-79
E15,-64,-84,-73,-82,-59,-77,-63,-78
E15,-64,-84,-73,-78,-58,-80,-63,-78
E15,-64,-83,-72,-78,-56,-83,-63,-77
E15,-65,-85,-73,-100,-60,-78,-63,-80
E15,-65,-83,-75,-77,-60,-78,-63,-77
E15,-65,-84,-72,-80,-58,-76,-63,-83
E15,-65,-84,-73,-80,-58,-77,-61,-77
E15,-65,-84,-74,-80,-58,-79,-63,-79
E15,-65,-85,-73,-79,-59,-79,-62,-78
E15,-66,-84,-74,-81,-60,-79,-63,-78
E15,-64,-83,-74,-82,-59,-79,-63,-80
E15,-66,-85,-74,-78,-58,-79,-63,-75
E15,-65,-84,-73,-81,-59,-84,-61,-78
E15,-65,-84,-73,-81,-59,-85,-63,-77
E15,-65,-84,-73,-81,-59,-79,-63,-77
E15,-65,-84,-71,-80,-58,-80,-63,-79
E15,-65,-84,-73,-79,-60,-79,-63,-77
E15,-64,-84,-74,-82,-59,-80,-63,-77
E15,-65,-85,-73,-79,-58,-79,-64,-77
E15,-64,-83,-74,-79,-59,-80,-63,-75
E15,-62,-86,-74,-80,-59,-79,-63,-77
E15,-64,-84,-73,-81,-60,-79,-62,-76
E15,-64,-86,-72,-82,-60,-78,-63,-76
E15,-64,-85,-71,-80,-60,-79,-65,-77
E15,-65,-86,-73,-79,-60,-78,-63,-77
E15,-65,-86,-73,-78,-59,-78,-65,-77
E15,-65,-86,-73,-82,-60,-78,-61,-77
E15,-64,-86,-73,-80,-61,-80,-63,-75
E15,-64,-87,-73,-82,-58,-80,-63,-77
E15,-63,-85,-73,-82,-58,-79,-61,-76
E15,-64,-84,-73,-100,-59,-79,-62,-75
E15,-63,-84,-76,-81,-61,-80,-64,-78
E15,-65,-85,-73,-81,-60,-81,-63,-79
E15,-66,-84,-75,-83,-60,-80,-64,-80
E15,-66,-86,-74,-82,-61,-81,-64,-86
E15,-67,-84,-74,-84,-60,-78,-64,-83
E15,-66,-87,-75,-81,-60,-80,-64,-77
E15,-66,-100,-100,-100,-58,-100,-64,-76
E15,-67,-87,-75,-81,-60,-80,-61,-78
E15,-66,-88,-74,-84,-60,-78,-64,-78
E15,-65,-88,-77,-83,-60,-78,-64,-78
E15,-65,-87,-75,-81,-61,-81,-64,-78
E15,-65,-87,-75,-80,-60,-82,-63,-77
E15,-65,-88,-75,-81,-59,-80,-63,-77
E15,-65,-87,-74,-83,-58,-80,-65,-78
E15,-65,-85,-72,-81,-58,-80,-63,-77
E15,-64,-84,-71,-77,-57,-80,-62,-75
E15,-67,-87,-74,-81,-58,-82,-63,-77
E15,-65,-86,-74,-79,-58,-100,-63,-74
E15,-65,-89,-74,-79,-59,-82,-63,-77
E13,-100,-91,-100,-89,-49,-76,-85,-100
E13,-100,-87,-82,-91,-49,-77,-81,-83
E13,-77,-90,-81,-88,-49,-77,-86,-89
E13,-75,-88,-79,-90,-50,-75,-83,-83
E13,-76,-89,-84,-88,-49,-76,-82,-80
E13,-77,-89,-82,-91,-49,-78,-82,-100
E13,-76,-90,-83,-91,-49,-77,-83,-85
E13,-77,-88,-100,-89,-49,-76,-84,-100
E13,-77,-88,-82,-87,-49,-76,-82,-84
E13,-76,-90,-80,-91,-49,-76,-82,-80
E13,-73,-89,-82,-89,-49,-76,-83,-83
E13,-77,-89,-82,-87,-49,-76,-83,-82
E13,-75,-100,-85,-87,-49,-77,-100,-83
E13,-76,-90,-84,-100,-50,-78,-86,-84
E13,-100,-100,-100,-88,-50,-77,-85,-85
E13,-83,-88,-82,-87,-49,-73,-84,-84
E13,-77,-88,-83,-87,-49,-73,-100,-84
E13,-78,-86,-84,-86,-49,-76,-82,-84
E13,-75,-88,-83,-88,-49,-76,-83,-86
E13,-76,-87,-84,-94,-49,-76,-84,-100
E13,-76,-88,-87,-90,-49,-77,-81,-83
E13,-70,-86,-84,-100,-50,-84,-84,-100
E13,-76,-86,-83,-89,-49,-76,-82,-83
E13,-78,-90,-85,-88,-49,-84,-84,-84
E13,-76,-89,-83,-87,-50,-84,-83,-84
E13,-77,-86,-84,-88,-49,-77,-83,-84
E13,-77,-88,-83,-88,-49,-77,-83,-83
E13,-77,-90,-84,-88,-49,-83,-83,-84
E13,-77,-89,-86,-89,-49,-77,-84,-86
E13,-76,-91,-81,-90,-49,-77,-86,-84
E13,-76,-88,-82,-87,-49,-79,-81,-83
E13,-78,-90,-89,-87,-49,-78,-88,-82
E13,-77,-91,-86,-90,-49,-77,-100,-83
E13,-77,-85,-88,-100,-49,-78,-85,-82
E13,-78,-100,-84,-100,-50,-77,-86,-82
E13,-78,-89,-89,-87,-51,-78,-86,-87
E13,-80,-89,-88,-86,-50,-77,-83,-83
E13,-77,-93,-88,-86,-50,-77,-84,-84
E13,-79,-93,-89,-88,-50,-77,-86,-84
E13,-79,-100,-86,-87,-50,-77,-86,-83
E13,-79,-90,-86,-88,-50,-76,-86,-84
E13,-78,-88,-86,-88,-50,-77,-87,-84
E13,-77,-100,-83,-88,-49,-74,-85,-84
E13,-80,-100,-83,-91,-50,-77,-81,-100
E13,-77,-86,-84,-87,-49,-77,-88,-80
E13,-79,-92,-86,-89,-50,-78,-85,-83
E13,-79,-93,-89,-90,-49,-78,-83,-100
E13,-78,-92,-85,-90,-50,-84,-80,-82
E13,-100,-91,-86,-89,-50,-77,-81,-84
E13,-76,-87,-83,-90,-50,-77,-76,-85
E11,-76,-93,-73,-83,-74,-87,-76,-90
E11,-76,-100,-73,-83,-73,-86,-76,-89
E11,-77,-91,-74,-84,-70,-86,-75,-94
E11,-77,-91,-73,-84,-71,-87,-76,-91
E11,-76,-91,-74,-87,-70,-83,-76,-90
E11,-74,-92,-73,-85,-71,-87,-75,-90
E11,-75,-93,-75,-85,-69,-85,-74,-100
E11,-76,-91,-73,-85,-72,-85,-75,-89
E11,-75,-100,-74,-82,-68,-86,-75,-90
E11,-76,-100,-74,-83,-70,-87,-76,-92
E11,-75,-92,-75,-85,-70,-83,-74,-95
E11,-75,-100,-71,-84,-70,-86,-74,-89
E11,-76,-100,-73,-84,-70,-85,-75,-89
E11,-76,-100,-73,-83,-69,-87,-75,-89
E11,-76,-100,-73,-83,-69,-87,-74,-89
E11,-74,-92,-72,-81,-69,-85,-74,-90
E11,-75,-100,-73,-83,-70,-87,-75,-91
E11,-76,-92,-74,-83,-70,-85,-75,-87
E11,-75,-94,-74,-83,-70,-85,-75,-89
E11,-75,-100,-75,-84,-70,-87,-75,-90
E11,-75,-92,-74,-87,-69,-90,-74,-90
E11,-76,-94,-74,-85,-70,-85,-76,-90
E11,-75,-100,-74,-83,-70,-85,-76,-89
E11,-75,-94,-74,-84,-69,-87,-74,-89
E11,-75,-100,-74,-84,-70,-88,-75,-90
E11,-75,-92,-74,-84,-70,-86,-75,-90
E11,-75,-100,-75,-83,-70,-85,-76,-88
E11,-74,-93,-74,-83,-70,-86,-74,-89
E11,-73,-92,-75,-83,-68,-85,-74,-89
E11,-74,-100,-73,-85,-71,-82,-75,-88
E11,-74,-90,-75,-100,-71,-85,-75,-88
E11,-72,-93,-75,-85,-70,-87,-76,-88
E11,-76,-100,-74,-85,-71,-86,-76,-86
E11,-76,-100,-72,-85,-71,-85,-75,-89
E11,-74,-100,-74,-100,-100,-85,-75,-89
E11,-75,-93,-74,-83,-71,-86,-76,-88
E11,-76,-100,-74,-83,-72,-85,-78,-88
E11,-76,-100,-75,-84,-68,-83,-74,-89
E11,-75,-100,-73,-85,-70,-83,-75,-87
E11,-75,-100,-75,-85,-68,-79,-75,-89
E11,-73,-100,-74,-83,-66,-84,-74,-87
E11,-76,-100,-73,-89,-76,-81,-77,-88
E11,-78,-91,-73,-88,-68,-75,-74,-88
E11,-76,-100,-75,-85,-71,-87,-80,-91
E11,-76,-100,-76,-83,-74,-83,-79,-90
E11,-74,-100,-76,-87,-77,-91,-79,-100
E11,-77,-100,-73,-87,-70,-80,-76,-89
E11,-77,-100,-75,-88,-68,-89,-77,-87
E11,-77,-100,-74,-84,-69,-80,-78,-86
E11,-77,-89,-73,-88,-65,-86,-75,-87
G11,-82,-81,-78,-80,-66,-76,-82,-96
G11,-82,-82,-81,-83,-67,-77,-82,-91
G11,-100,-81,-81,-81,-67,-78,-83,-94
G11,-81,-80,-79,-79,-66,-74,-80,-100
G11,-79,-79,-80,-81,-67,-80,-84,-91
G11,-83,-81,-80,-80,-66,-76,-81,-92
G11,-83,-81,-80,-80,-67,-77,-82,-93
G11,-81,-82,-81,-82,-67,-78,-81,-100
G11,-81,-82,-80,-83,-66,-77,-82,-100
G11,-83,-82,-81,-81,-69,-100,-82,-100
G11,-84,-82,-81,-84,-68,-77,-81,-100
G11,-84,-81,-81,-82,-67,-76,-82,-100
G11,-82,-83,-80,-85,-66,-77,-82,-100
G11,-82,-80,-79,-82,-66,-77,-100,-100
G11,-82,-82,-78,-82,-69,-77,-82,-100
G11,-82,-81,-80,-81,-67,-76,-81,-93
G11,-83,-81,-79,-81,-67,-76,-81,-93
G11,-84,-81,-79,-83,-67,-77,-81,-100
G11,-80,-84,-81,-79,-67,-76,-81,-94
G11,-83,-81,-80,-82,-67,-76,-82,-100
G11,-84,-81,-79,-83,-66,-79,-83,-100
G11,-83,-81,-77,-82,-67,-76,-100,-100
G11,-83,-81,-80,-84,-68,-75,-81,-94
G11,-84,-81,-78,-82,-68,-75,-79,-100
G11,-82,-82,-81,-81,-66,-74,-81,-100
G11,-84,-81,-79,-82,-67,-77,-81,-100
G11,-84,-81,-79,-82,-68,-76,-83,-93
G11,-81,-82,-79,-82,-67,-77,-81,-100
G11,-83,-81,-78,-82,-67,-77,-82,-100
G11,-100,-82,-79,-83,-67,-76,-100,-92
G11,-82,-82,-79,-100,-67,-77,-81,-92
G11,-84,-82,-79,-82,-67,-78,-100,-90
G11,-81,-82,-79,-82,-67,-78,-83,-100
G11,-84,-80,-79,-100,-67,-77,-81,-100
G11,-83,-80,-79,-81,-68,-77,-81,-93
G11,-84,-80,-79,-81,-67,-77,-82,-87
G11,-80,-82,-80,-80,-69,-77,-80,-87
G11,-82,-82,-80,-81,-69,-75,-81,-93
G11,-82,-81,-80,-78,-68,-78,-83,-93
G11,-81,-80,-79,-80,-66,-75,-91,-100
G11,-81,-81,-77,-81,-67,-77,-81,-90
G11,-81,-81,-78,-78,-65,-77,-83,-100
G11,-83,-81,-85,-82,-67,-84,-78,-93
G13,-78,-88,-79,-85,-68,-85,-87,-88
G13,-79,-89,-79,-87,-69,-85,-100,-100
G13,-78,-87,-79,-86,-69,-86,-87,-86
G13,-80,-88,-81,-86,-69,-84,-85,-87
G13,-78,-90,-79,-86,-69,-84,-85,-89
G13,-80,-89,-81,-88,-70,-85,-87,-87
G13,-80,-89,-80,-85,-68,-82,-85,-87
G13,-79,-87,-81,-89,-71,-87,-86,-87
G13,-100,-100,-100,-100,-69,-100,-100,-100
G13,-100,-100,-81,-100,-68,-84,-85,-100
G13,-81,-88,-81,-100,-69,-85,-86,-87
G13,-80,-87,-80,-85,-69,-79,-83,-86
G13,-80,-89,-80,-84,-68,-84,-83,-87
G13,-80,-88,-82,-90,-69,-86,-85,-87
G13,-80,-90,-83,-88,-69,-85,-86,-87
G13,-78,-88,-83,-88,-70,-84,-85,-86
G13,-80,-87,-82,-93,-69,-86,-84,-86
G13,-80,-88,-80,-87,-69,-85,-84,-87
G13,-80,-100,-82,-100,-69,-85,-87,-86
G13,-78,-88,-81,-88,-68,-81,-83,-88
G13,-79,-89,-81,-87,-69,-86,-87,-85
G13,-81,-88,-81,-87,-69,-83,-85,-84
G13,-80,-90,-81,-86,-69,-88,-83,-84
G13,-80,-87,-83,-86,-69,-85,-85,-86
G13,-81,-88,-83,-90,-69,-84,-86,-84
G13,-81,-89,-82,-88,-68,-84,-85,-86
G13,-81,-89,-82,-88,-68,-85,-91,-85
G13,-81,-88,-81,-86,-69,-85,-86,-86
G13,-81,-87,-82,-87,-69,-83,-86,-87
G13,-78,-89,-82,-91,-68,-84,-86,-85
G13,-80,-89,-82,-94,-68,-86,-85,-87
G13,-81,-88,-83,-91,-68,-85,-86,-87
G13,-81,-88,-82,-100,-68,-87,-84,-86
G13,-81,-88,-82,-84,-68,-86,-85,-86
G13,-81,-88,-83,-89,-69,-86,-83,-86
G13,-82,-88,-84,-88,-69,-83,-84,-89
G13,-81,-88,-83,-90,-68,-86,-85,-85
G13,-80,-88,-83,-86,-71,-85,-85,-87
G13,-81,-88,-87,-85,-67,-87,-85,-83
G13,-82,-89,-84,-86,-69,-86,-86,-87
G13,-82,-90,-82,-90,-69,-87,-100,-83
G13,-81,-88,-83,-89,-69,-86,-86,-87
G13,-81,-89,-83,-91,-69,-87,-87,-88
G13,-78,-100,-82,-91,-69,-83,-85,-90
G13,-80,-86,-83,-87,-68,-85,-85,-86
G13,-80,-87,-82,-85,-69,-86,-85,-85
G13,-79,-87,-79,-86,-69,-82,-86,-87
G13,-79,-87,-82,-87,-68,-85,-82,-86
G13,-87,-92,-84,-100,-70,-85,-84,-87
G13,-81,-91,-83,-100,-69,-86,-83,-88
G15,-67,-78,-77,-72,-65,-73,-80,-78
G15,-68,-79,-77,-72,-69,-71,-80,-78
G15,-68,-75,-79,-72,-69,-77,-78,-75
G15,-68,-78,-78,-73,-69,-72,-78,-79
G15,-66,-77,-77,-72,-70,-71,-78,-78
G15,-65,-77,-77,-71,-69,-78,-78,-78
G15,-68,-78,-77,-70,-69,-100,-78,-79
G15,-66,-77,-79,-70,-71,-74,-78,-78
G15,-68,-79,-76,-73,-72,-73,-78,-80
G15,-69,-79,-79,-73,-71,-74,-79,-80
G15,-66,-79,-80,-72,-68,-74,-79,-81
G15,-67,-78,-81,-73,-70,-74,-78,-81
G15,-68,-79,-79,-72,-70,-74,-76,-79
G15,-66,-77,-78,-72,-66,-72,-78,-79
G15,-65,-77,-78,-72,-68,-72,-77,-78
G15,-65,-78,-77,-72,-68,-69,-77,-79
G15,-67,-77,-77,-71,-67,-77,-77,-79
G15,-66,-78,-78,-72,-68,-72,-76,-75
G15,-67,-78,-78,-70,-68,-71,-74,-79
G15,-68,-79,-79,-71,-69,-74,-79,-80
G15,-66,-78,-79,-70,-69,-70,-78,-75
G15,-68,-77,-77,-70,-69,-72,-77,-78
G15,-72,-77,-77,-72,-77,-70,-78,-79
G15,-68,-77,-77,-71,-70,-72,-78,-79
G15,-67,-78,-77,-71,-67,-73,-75,-79
G15,-66,-78,-78,-72,-70,-73,-78,-78
G15,-70,-78,-78,-72,-70,-73,-77,-79
G15,-68,-79,-75,-69,-70,-73,-78,-80
G15,-69,-78,-77,-73,-69,-74,-76,-79
G15,-69,-78,-78,-70,-69,-72,-76,-78
G15,-69,-78,-77,-72,-67,-73,-100,-79
G15,-69,-79,-78,-78,-72,-73,-78,-78
G15,-67,-78,-79,-68,-70,-73,-78,-76
G15,-65,-79,-78,-71,-70,-73,-77,-79
G15,-68,-80,-80,-77,-71,-74,-79,-80
G15,-67,-79,-77,-72,-69,-74,-79,-79
G15,-68,-80,-79,-76,-67,-74,-100,-81
G15,-68,-100,-79,-100,-72,-72,-100,-80
G15,-67,-79,-80,-73,-70,-73,-79,-80
G15,-66,-80,-79,-76,-71,-72,-79,-80
G15,-67,-75,-78,-70,-70,-79,-79,-79
G15,-66,-77,-80,-71,-72,-74,-80,-76
G15,-66,-77,-78,-78,-70,-73,-79,-80
G15,-65,-79,-77,-73,-70,-74,-79,-100
G15,-68,-77,-78,-73,-67,-72,-78,-76
G15,-63,-78,-77,-73,-69,-79,-78,-78
G15,-67,-76,-77,-72,-68,-73,-77,-78
G15,-66,-78,-78,-72,-70,-70,-77,-77
G15,-66,-79,-76,-72,-70,-73,-78,-78
G15,-67,-77,-76,-67,-68,-70,-77,-78
G17,-77,-84,-74,-77,-64,-78,-74,-72
G17,-78,-84,-76,-78,-66,-81,-79,-81
G17,-78,-84,-76,-78,-64,-80,-78,-74
G17,-76,-83,-74,-75,-64,-78,-76,-72
G17,-76,-84,-74,-100,-64,-78,-75,-78
G17,-79,-82,-77,-77,-65,-80,-76,-77
G17,-77,-85,-75,-73,-64,-78,-77,-72
G17,-74,-85,-74,-76,-65,-78,-76,-73
G17,-79,-85,-76,-78,-67,-82,-80,-72
G17,-73,-100,-74,-75,-63,-77,-77,-72
G17,-77,-85,-75,-77,-67,-80,-80,-79
G17,-73,-83,-74,-76,-64,-79,-78,-77
G17,-73,-85,-73,-78,-64,-79,-77,-79
G17,-78,-85,-76,-76,-64,-78,-79,-72
G17,-76,-86,-75,-77,-65,-78,-78,-71
G17,-76,-84,-75,-77,-65,-77,-78,-71
G17,-77,-83,-76,-74,-65,-78,-78,-73
G17,-77,-83,-75,-75,-65,-78,-79,-78
G17,-77,-84,-73,-77,-64,-80,-78,-72
G17,-76,-85,-74,-78,-65,-79,-78,-74
G17,-75,-84,-72,-75,-65,-80,-77,-73
G17,-75,-84,-76,-79,-65,-79,-77,-75
G17,-78,-85,-75,-77,-65,-80,-74,-74
G17,-75,-84,-73,-78,-64,-79,-76,-80
G17,-79,-85,-74,-79,-64,-79,-77,-70
G17,-79,-84,-73,-78,-65,-78,-76,-74
G17,-78,-83,-76,-78,-64,-79,-77,-72
G17,-78,-83,-75,-76,-64,-78,-74,-73
G17,-78,-84,-75,-78,-64,-78,-76,-79
G17,-78,-84,-75,-79,-65,-78,-80,-74
G17,-76,-85,-74,-78,-65,-78,-76,-72
G17,-77,-85,-75,-78,-65,-79,-72,-79
G17,-77,-84,-74,-78,-65,-78,-76,-73
G17,-77,-85,-75,-77,-65,-79,-77,-73
G17,-78,-85,-76,-78,-65,-79,-77,-73
G17,-78,-86,-73,-78,-65,-79,-78,-74
G17,-77,-85,-73,-78,-65,-79,-77,-70
G17,-76,-85,-74,-76,-66,-80,-78,-79
G17,-78,-85,-75,-77,-66,-80,-77,-79
G17,-78,-82,-73,-77,-66,-79,-78,-74
G17,-78,-84,-75,-77,-66,-80,-78,-78
G17,-77,-84,-74,-77,-66,-80,-77,-74
G17,-79,-84,-75,-78,-65,-80,-78,-72
G17,-77,-84,-75,-76,-65,-79,-77,-73
G17,-76,-83,-75,-76,-65,-79,-78,-72
G17,-77,-83,-76,-76,-64,-79,-77,-74
G17,-79,-83,-75,-77,-65,-79,-78,-74
G17,-77,-83,-76,-74,-65,-84,-77,-73
G17,-77,-84,-74,-72,-61,-82,-76,-73
G17,-77,-84,-74,-78,-65,-80,-77,-74
G19,-61,-85,-84,-84,-70,-100,-83,-85
G19,-61,-77,-83,-84,-70,-93,-83,-85
G19,-62,-80,-85,-84,-70,-91,-82,-86
G19,-61,-81,-81,-86,-70,-100,-83,-85
G19,-62,-85,-81,-85,-70,-100,-83,-84
G19,-62,-81,-85,-84,-70,-100,-83,-85
G19,-62,-80,-84,-84,-69,-92,-84,-84
G19,-62,-81,-83,-85,-69,-94,-83,-84
G19,-61,-78,-84,-85,-70,-100,-84,-84
G19,-61,-79,-85,-85,-70,-92,-100,-85
G19,-61,-80,-82,-85,-69,-91,-83,-85
G19,-62,-81,-83,-84,-70,-93,-83,-85
G19,-61,-78,-83,-86,-69,-93,-84,-85
G19,-61,-80,-84,-86,-69,-92,-83,-85
G19,-61,-81,-80,-85,-69,-92,-83,-85
G19,-61,-81,-83,-87,-69,-93,-83,-85
G19,-60,-80,-84,-85,-69,-100,-82,-86
G19,-61,-80,-84,-86,-69,-100,-83,-83
G19,-61,-78,-86,-86,-69,-100,-82,-85
G19,-61,-80,-84,-84,-69,-100,-81,-84
G19,-61,-81,-85,-87,-72,-100,-82,-82
G19,-61,-81,-85,-86,-70,-92,-80,-86
G19,-62,-80,-82,-85,-69,-100,-83,-85
G19,-62,-80,-85,-85,-70,-100,-83,-84
G19,-61,-80,-84,-87,-70,-93,-84,-85
G19,-64,-80,-85,-86,-70,-100,-83,-85
G19,-61,-100,-84,-83,-71,-100,-100,-86
G19,-62,-80,-86,-85,-71,-100,-84,-87
G19,-61,-80,-84,-84,-70,-100,-83,-85
G19,-61,-80,-82,-85,-70,-100,-82,-88
G19,-62,-80,-81,-85,-69,-100,-80,-86
G19,-62,-80,-85,-85,-70,-100,-82,-85
G19,-61,-81,-85,-85,-70,-100,-82,-84
G19,-62,-81,-84,-85,-72,-100,-82,-85
G19,-62,-79,-85,-85,-70,-100,-81,-85
G19,-62,-81,-84,-85,-70,-93,-82,-85
G19,-62,-80,-84,-85,-70,-100,-83,-84
G19,-60,-80,-80,-84,-69,-93,-100,-86
G19,-62,-80,-85,-83,-70,-93,-81,-85
G19,-61,-81,-85,-86,-71,-91,-82,-86
G19,-62,-81,-87,-86,-69,-92,-82,-86
G19,-61,-81,-86,-85,-69,-91,-82,-81
G19,-61,-80,-86,-85,-70,-100,-83,-84
G19,-62,-81,-86,-85,-70,-100,-83,-92
G19,-62,-81,-87,-85,-70,-93,-81,-85
G19,-61,-79,-86,-83,-70,-95,-83,-86
G19,-62,-80,-86,-85,-69,-93,-83,-84
G19,-61,-80,-86,-85,-69,-91,-83,-87
G19,-61,-78,-85,-87,-69,-100,-83,-84
G19,-62,-80,-83,-85,-70,-100,-84,-82
I19,-76,-89,-82,-81,-70,-89,-93,-84
I19,-77,-89,-82,-81,-70,-91,-92,-83
I19,-76,-92,-83,-81,-70,-90,-100,-85
I19,-76,-89,-82,-81,-71,-90,-100,-83
I19,-75,-90,-81,-81,-70,-91,-93,-85
I19,-75,-91,-82,-81,-70,-87,-100,-84
I19,-76,-91,-82,-86,-71,-90,-94,-84
I19,-76,-100,-82,-79,-70,-89,-94,-84
I19,-75,-92,-81,-81,-71,-88,-92,-84
I19,-77,-90,-79,-79,-71,-89,-94,-85
I19,-77,-92,-81,-79,-70,-88,-92,-84
I19,-76,-93,-80,-79,-71,-89,-90,-84
I19,-76,-93,-81,-79,-71,-88,-94,-84
I19,-77,-92,-82,-79,-71,-90,-100,-85
I19,-77,-100,-82,-80,-72,-88,-92,-85
I19,-76,-91,-81,-77,-71,-89,-94,-83
I19,-74,-92,-81,-78,-72,-91,-92,-85
I19,-77,-92,-81,-80,-70,-87,-95,-85
I19,-77,-100,-80,-78,-71,-88,-93,-85
I19,-76,-90,-80,-79,-71,-90,-100,-85
I19,-76,-92,-82,-79,-70,-86,-93,-83
I19,-76,-92,-81,-80,-69,-88,-93,-82
I19,-76,-89,-81,-82,-71,-89,-96,-84
I19,-77,-91,-100,-80,-71,-90,-100,-85
I19,-76,-92,-82,-79,-70,-88,-94,-85
I19,-76,-89,-82,-79,-71,-100,-100,-86
I19,-78,-91,-81,-80,-70,-100,-100,-84
I19,-77,-100,-82,-81,-70,-90,-91,-91
I19,-77,-91,-81,-82,-71,-91,-91,-84
I19,-77,-90,-82,-80,-72,-90,-100,-85
I19,-77,-89,-82,-80,-71,-90,-100,-85
I19,-77,-94,-81,-79,-71,-91,-100,-85
I19,-77,-90,-81,-81,-71,-91,-100,-85
I19,-77,-90,-82,-81,-67,-90,-93,-84
I19,-77,-91,-81,-82,-71,-90,-94,-84
I19,-77,-91,-81,-81,-70,-91,-92,-86
I19,-77,-88,-84,-81,-70,-90,-100,-85
I19,-76,-91,-81,-83,-70,-91,-92,-85
I19,-78,-89,-81,-81,-71,-90,-100,-86
I19,-76,-87,-81,-80,-69,-89,-90,-84
I19,-77,-90,-80,-81,-70,-88,-100,-86
I19,-78,-90,-82,-81,-72,-91,-100,-85
I19,-77,-93,-81,-79,-71,-89,-94,-85
I19,-77,-100,-81,-81,-70,-90,-94,-85
I19,-77,-90,-82,-82,-70,-90,-100,-85
I19,-77,-92,-81,-81,-70,-92,-100,-86
I19,-76,-92,-83,-81,-70,-91,-100,-85
I19,-76,-89,-81,-80,-72,-92,-100,-85
I19,-75,-90,-81,-81,-70,-91,-100,-84
I19,-74,-90,-82,-79,-70,-91,-100,-85
I17,-71,-93,-83,-89,-73,-84,-80,-83
I17,-70,-89,-82,-83,-75,-84,-79,-83
I17,-70,-94,-83,-89,-74,-85,-79,-86
I17,-74,-91,-79,-89,-74,-81,-80,-83
I17,-71,-90,-82,-88,-76,-86,-79,-83
I17,-71,-91,-82,-90,-75,-84,-81,-83
I17,-72,-92,-83,-85,-72,-84,-77,-81
I17,-71,-94,-81,-85,-77,-85,-79,-82
I17,-71,-91,-82,-87,-76,-85,-78,-84
I17,-71,-91,-83,-84,-74,-85,-79,-83
I17,-71,-90,-82,-87,-74,-86,-78,-83
I17,-71,-91,-82,-87,-75,-86,-79,-82
I17,-70,-92,-82,-86,-73,-85,-80,-84
I17,-71,-92,-82,-86,-72,-85,-80,-82
I17,-70,-92,-82,-85,-74,-86,-78,-83
I17,-71,-92,-84,-84,-71,-86,-81,-83
I17,-70,-89,-84,-87,-75,-86,-81,-83
I17,-72,-89,-84,-86,-74,-87,-81,-83
I17,-71,-92,-82,-89,-77,-86,-81,-82
I17,-71,-90,-83,-87,-74,-87,-81,-82
I17,-71,-88,-82,-100,-74,-85,-79,-84
I17,-71,-89,-84,-85,-72,-85,-80,-83
I17,-70,-90,-83,-81,-72,-85,-81,-84
I17,-71,-89,-84,-91,-73,-83,-80,-85
I17,-71,-92,-82,-81,-74,-86,-79,-84
I17,-72,-92,-82,-81,-73,-84,-80,-84
I17,-72,-95,-82,-81,-75,-85,-82,-83
I17,-72,-94,-82,-81,-73,-83,-83,-82
I17,-71,-95,-83,-82,-73,-84,-82,-84
I17,-71,-92,-82,-81,-73,-83,-79,-82
I17,-71,-94,-81,-86,-73,-85,-81,-83
I17,-71,-100,-81,-82,-73,-86,-78,-83
I17,-71,-93,-82,-85,-72,-83,-79,-82
I17,-72,-91,-83,-85,-72,-85,-80,-85
I17,-73,-94,-81,-91,-73,-83,-79,-83
I17,-71,-90,-81,-81,-75,-85,-77,-87
I17,-69,-92,-80,-100,-74,-85,-80,-83
I17,-70,-91,-82,-90,-76,-85,-82,-81
I17,-69,-92,-83,-92,-75,-85,-82,-81
I17,-71,-92,-82,-88,-73,-85,-91,-82
I17,-67,-100,-82,-94,-74,-86,-78,-82
